Entry	Reviewed	Protein names	Gene Names	Organism	Length	InterPro	Pfam	Domain [CC]	Domain [FT]	Region
A5U8H1	unreviewed	MCE-family protein Mce4D	mce4D MRA_3536	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	451	IPR005693;IPR003399;IPR024516;IPR052336;	PF11887;PF02470;		DOMAIN 39..113; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 121..295; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"	REGION 410..451; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8H2	unreviewed	MCE-family protein Mce4C	mce4C MRA_3537	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	357	IPR005693;IPR003399;IPR024516;IPR052336;	PF11887;PF02470;		DOMAIN 44..118; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 125..312; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"	
A5U8H3	unreviewed	MCE-family protein Mce4B	mce4B MRA_3538	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	350	IPR005693;IPR003399;IPR024516;IPR052336;	PF11887;PF02470;		DOMAIN 42..118; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 122..337; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"	
A5U8H4	unreviewed	MCE-family protein Mce4A	mce4A MRA_3539	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	400	IPR005693;IPR003399;IPR024516;IPR052336;	PF11887;PF02470;		DOMAIN 40..118; /note="Mce/MlaD"; /evidence="ECO:0000259|Pfam:PF02470"; DOMAIN 122..340; /note="Mammalian cell entry C-terminal"; /evidence="ECO:0000259|Pfam:PF11887"	
A5U8H5	unreviewed	Conserved hypothetical integral membrane protein YrbE4b	yrbE4B MRA_3540	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	280	IPR030802;	PF02405;			
A5U8H6	unreviewed	Conserved hypothetical integral membrane protein YrbE4a	yrbE4A MRA_3541	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	254	IPR030802;	PF02405;			
A5U8H7	unreviewed	3-ketoacyl-(Acyl-carrier-protein) reductase	fabG-4 MRA_3542	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	317	IPR057326;IPR036291;IPR051687;IPR020904;IPR002347;	PF00106;		DOMAIN 21..241; /note="Ketoreductase"; /evidence="ECO:0000259|SMART:SM00822"	
A5U8H8	unreviewed	Ferredoxin	fdxD MRA_3543	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	63	IPR001080;IPR051269;	PF13459;			
A5U8H9	unreviewed	Acyl-CoA dehydrogenase FadE26	fadE26 MRA_3544	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	400	IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052161;	PF00441;PF02770;PF02771;		DOMAIN 6..122; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 127..215; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 234..391; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A5U8I0	unreviewed	Acyl-CoA dehydrogenase FadE27	fadE27 MRA_3545	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	373	IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;	PF00441;PF02771;		DOMAIN 7..117; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 225..368; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A5U8I2	unreviewed	PE-PGRS family protein	MRA_3547	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	1381	IPR000084;IPR048996;IPR038332;	PF00934;PF21526;		DOMAIN 4..94; /note="PE"; /evidence="ECO:0000259|Pfam:PF00934"	REGION 123..156; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 297..334; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 462..488; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 503..561; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 590..619; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 629..648; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 703..729; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 748..874; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 888..1083; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1111..1154; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1333..1381; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8I3	unreviewed	PE-PGRS family protein	MRA_3548	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	1545	IPR000084;IPR048996;IPR038332;	PF00934;PF21526;		DOMAIN 4..94; /note="PE"; /evidence="ECO:0000259|Pfam:PF00934"	REGION 146..175; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 249..289; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 577..626; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 915..934; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1116..1135; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1254..1288; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1311..1355; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1415..1444; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1462..1545; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8I5	unreviewed	Amidohydrolase-related domain-containing protein	MRA_3550	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	278	IPR032465;IPR006680;IPR032466;	PF04909;		DOMAIN 68..270; /note="Amidohydrolase-related"; /evidence="ECO:0000259|Pfam:PF04909"	
A5U8I6	unreviewed	PE-PGRS family protein	MRA_3551	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	717	IPR000084;IPR048996;IPR038332;	PF00934;PF21526;		DOMAIN 4..94; /note="PE"; /evidence="ECO:0000259|Pfam:PF00934"	REGION 319..371; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 449..511; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 528..602; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 626..717; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8I7	unreviewed	Fatty-acid-CoA ligase FadD18	fadD18 MRA_3552	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	218	IPR025110;IPR045851;IPR042099;	PF13193;		DOMAIN 116..191; /note="AMP-binding enzyme C-terminal"; /evidence="ECO:0000259|Pfam:PF13193"	REGION 25..45; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 188..218; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8I8	unreviewed	PE-PGRS family protein	MRA_3553	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	1211	IPR000084;IPR048996;IPR038332;	PF00934;PF21526;		DOMAIN 4..94; /note="PE"; /evidence="ECO:0000259|Pfam:PF00934"	REGION 146..175; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 249..289; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 390..414; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 439..464; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 504..528; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 550..581; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 621..645; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 665..698; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 739..912; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 939..973; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1030..1053; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 1073..1211; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8J1	unreviewed	Cullin, a subunit of E3 ubiquitin ligase	MRA_3556	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	279					
A5U8J2	unreviewed	Cytochrome p450 monooxygenase 142 CYP142	cyp142 MRA_3557	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	398	IPR001128;IPR002397;IPR017972;IPR036396;	PF00067;			
A5U8J3	unreviewed	Acetoacetate decarboxylase	MRA_3558	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	236	IPR010451;IPR023375;	PF06314;			
A5U8J4	unreviewed	N5,N10-methylenetetrahydromethanopterin reductase-related protein	MRA_3559	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	347	IPR050564;IPR019951;IPR011251;IPR036661;	PF00296;		DOMAIN 17..328; /note="Luciferase-like"; /evidence="ECO:0000259|Pfam:PF00296"	
A5U8J5	unreviewed	ChsH2 C-terminal OB-fold domain-containing protein	MRA_3560	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	303	IPR002878;IPR012340;IPR052513;	PF01796;		DOMAIN 46..111; /note="ChsH2 C-terminal OB-fold"; /evidence="ECO:0000259|Pfam:PF01796"; DOMAIN 207..271; /note="ChsH2 C-terminal OB-fold"; /evidence="ECO:0000259|Pfam:PF01796"	
A5U8J6	unreviewed	Lipid transfer protein or keto acyl-CoA thiolase Ltp4	ltp4 MRA_3561	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	354	IPR016039;IPR050215;				
A5U8J7	unreviewed	Keto acyl-CoA thiolase Ltp3	ltp3 MRA_3562	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	394	IPR002155;IPR016039;IPR055140;	PF22691;		DOMAIN 252..377; /note="Thiolase C-terminal"; /evidence="ECO:0000259|Pfam:PF22691"	
A5U8J8	unreviewed	Conserved membrane protein	MRA_3563	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	343	IPR035016;IPR001258;IPR050952;	PF01436;			REGION 15..40; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8J9	unreviewed	Siderophore binding protein	MRA_3564	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	174	IPR047324;IPR050484;IPR011004;				
A5U8K1	unreviewed	Uncharacterized protein	MRA_3566	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	149					REGION 20..59; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8K2	unreviewed	Methyltransferase	MRA_3567	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	237	IPR029063;				
A5U8K3	unreviewed	Sulfotransferase	MRA_3568	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	384	IPR027417;IPR052736;	PF13469;			
A5U8K4	unreviewed	Oxidoreductase	MRA_3569	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	260	IPR036291;IPR002347;	PF13561;			
A5U8K5	unreviewed	DUF1214 domain-containing protein	MRA_3570	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	375					
A5U8K6	unreviewed	PPE family protein	MRA_3571	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	406	IPR022171;IPR000030;IPR038332;	PF00823;PF12484;		DOMAIN 4..166; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"; DOMAIN 325..402; /note="PPE family C-terminal"; /evidence="ECO:0000259|Pfam:PF12484"	
A5U8K7	unreviewed	PPE family protein	MRA_3572	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	582	IPR002989;IPR000030;IPR038332;	PF01469;PF00823;		DOMAIN 2..165; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"	REGION 241..278; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8L0	unreviewed	2-keto-4-pentenoate hydratase	mhpD MRA_3575	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	261	IPR011234;IPR036663;IPR050772;	PF01557;		DOMAIN 93..257; /note="Fumarylacetoacetase-like C-terminal"; /evidence="ECO:0000259|Pfam:PF01557"	
A5U8L2	unreviewed	MaoC-like dehydratase	MRA_3577	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	286	IPR029069;IPR002539;IPR054357;	PF01575;PF22622;		DOMAIN 18..147; /note="Peroxisomal multifunctional enzyme type 2-like N-terminal"; /evidence="ECO:0000259|Pfam:PF22622"; DOMAIN 163..269; /note="MaoC-like"; /evidence="ECO:0000259|Pfam:PF01575"	
A5U8L3	unreviewed	PPE family protein	MRA_3578	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	479	IPR029058;IPR013228;IPR000030;IPR038332;	PF08237;PF00823;		DOMAIN 3..166; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"; DOMAIN 240..462; /note="PE-PPE"; /evidence="ECO:0000259|Pfam:PF08237"	REGION 180..203; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
A5U8L4	unreviewed	Lipid transfer protein or keto acyl-CoA thiolase Ltp2	ltp2 MRA_3579	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	386	IPR002155;IPR016039;IPR055140;IPR020616;	PF22691;PF00108;		DOMAIN 8..227; /note="Thiolase N-terminal"; /evidence="ECO:0000259|Pfam:PF00108"; DOMAIN 271..378; /note="Thiolase C-terminal"; /evidence="ECO:0000259|Pfam:PF22691"	
A5U8L5	unreviewed	Beta-hydroxyacyl-ACP dehydratase	MRA_3580	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	129	IPR029069;				
A5U8L6	unreviewed	DNA-binding protein	MRA_3581	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	311	IPR002878;IPR039569;IPR029069;IPR012340;	PF13452;PF01796;		DOMAIN 26..159; /note="FAS1-like dehydratase"; /evidence="ECO:0000259|Pfam:PF13452"; DOMAIN 234..295; /note="ChsH2 C-terminal OB-fold"; /evidence="ECO:0000259|Pfam:PF01796"	
A5U8L7	unreviewed	Acyl-CoA dehydrogenase FadE29	fadE29 MRA_3582	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	387	IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052161;	PF00441;PF02770;PF02771;		DOMAIN 6..118; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 122..207; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 228..378; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A5U8L8	unreviewed	Acyl-CoA dehydrogenase FadE28	fadE28 MRA_3583	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	339	IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;	PF00441;PF02771;		DOMAIN 20..99; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 204..327; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A5U8M0	unreviewed	Acetyl-CoA acetyltransferase FadA5	fadA5 MRA_3585	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	391	IPR002155;IPR016039;IPR020617;IPR020613;IPR020616;	PF02803;PF00108;		DOMAIN 5..260; /note="Thiolase N-terminal"; /evidence="ECO:0000259|Pfam:PF00108"; DOMAIN 269..390; /note="Thiolase C-terminal"; /evidence="ECO:0000259|Pfam:PF02803"	
A5U8M2	unreviewed	Short-chain type dehydrogenase/reductase	MRA_3587	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	304	IPR057326;IPR036291;IPR051687;IPR020904;IPR002347;	PF00106;		DOMAIN 7..205; /note="Ketoreductase"; /evidence="ECO:0000259|SMART:SM00822"	
A5U8M3	unreviewed	Short-chain type dehydrogenase/reductase	MRA_3588	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	259	IPR036291;IPR020904;IPR002347;	PF13561;			
A5U8M4	unreviewed	Enoyl-CoA hydratase EchA20	echA20 MRA_3589	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	247	IPR029045;IPR001753;	PF00378;			
A5U8M5	unreviewed	CoA-transferase subunit alpha	MRA_3590	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	292	IPR004165;IPR037171;	PF01144;			
A5U8M6	unreviewed	CoA-transferase subunit beta	MRA_3591	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	250	IPR004165;IPR037171;				
A5U8M7	unreviewed	Oxidoreductase	MRA_3592	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	355	IPR013785;IPR004136;	PF03060;			
A5U8M8	unreviewed	Electron transfer protein FdxB	fdxB MRA_3593	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	685	IPR036010;IPR001041;IPR006058;IPR012675;IPR008333;IPR005804;IPR017927;IPR039261;IPR050415;IPR001433;IPR017938;	PF00487;PF00970;PF00111;PF00175;		DOMAIN 338..442; /note="FAD-binding FR-type"; /evidence="ECO:0000259|PROSITE:PS51384"; DOMAIN 596..685; /note="2Fe-2S ferredoxin-type"; /evidence="ECO:0000259|PROSITE:PS51085"	
A5U8M9	unreviewed	DUF559 domain-containing protein	MRA_3594	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	289	IPR007569;IPR011335;	PF04480;		DOMAIN 217..267; /note="DUF559"; /evidence="ECO:0000259|Pfam:PF04480"	
A5U8N0	unreviewed	Acetyl-CoA acetyltransferase FadA6	fadA6 MRA_3595	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	386	IPR002155;IPR016039;IPR020617;IPR020613;IPR020616;	PF02803;PF00108;		DOMAIN 5..255; /note="Thiolase N-terminal"; /evidence="ECO:0000259|Pfam:PF00108"; DOMAIN 264..385; /note="Thiolase C-terminal"; /evidence="ECO:0000259|Pfam:PF02803"	
A5U8N1	unreviewed	HTH-type transcriptional repressor KstR2	MRA_3596	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	200	IPR009057;IPR050109;IPR001647;IPR041490;IPR036271;	PF17932;PF00440;		DOMAIN 9..69; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"	
A5U8N2	unreviewed	PPE family protein	MRA_3597	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	552	IPR002989;IPR000030;IPR038332;	PF01469;PF00823;		DOMAIN 3..167; /note="PPE"; /evidence="ECO:0000259|Pfam:PF00823"	
A5U8N3	unreviewed	Oxidoreductase	MRA_3598	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	262	IPR036291;IPR002347;	PF13561;			
A5U8N4	unreviewed	Acyl-CoA dehydrogenase FadE30	fadE30 MRA_3599	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	385	IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052161;	PF00441;PF02770;PF02771;		DOMAIN 3..117; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 125..218; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 231..377; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A5U8N5	unreviewed	Fatty-acid-CoA ligase FadD3	fadD3 MRA_3600	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	507	IPR025110;IPR045851;IPR020845;IPR000873;IPR042099;	PF00501;PF13193;		DOMAIN 14..371; /note="AMP-dependent synthetase/ligase"; /evidence="ECO:0000259|Pfam:PF00501"; DOMAIN 422..497; /note="AMP-binding enzyme C-terminal"; /evidence="ECO:0000259|Pfam:PF13193"	
A5U8N6	unreviewed	Acyl-CoA dehydrogenase FadE31	fadE31 MRA_3601	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	377	IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052161;	PF00441;PF02770;PF02771;		DOMAIN 7..120; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 124..218; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 230..370; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A5U8N7	unreviewed	Acyl-CoA dehydrogenase FadE32	fadE32 MRA_3602	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	319	IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;	PF00441;PF02771;		DOMAIN 9..99; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 183..318; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A5U8N8	unreviewed	Acyl-CoA dehydrogenase FadE33	fadE33 MRA_3603	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	318	IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;	PF00441;PF02771;		DOMAIN 5..100; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 185..294; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A5U8P0	unreviewed	Arylamine N-acetyltransferase	nat MRA_3605	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	283	IPR001447;IPR038765;	PF00797;			
A5U8P1	unreviewed	Arylamine N-acetyltransferase	MRA_3605A	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	88					
A5U8P7	unreviewed	Secreted protein	MRA_3611	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	176					
A5U8P8	unreviewed	Acyl-CoA dehydrogenase FadE34	fadE34 MRA_3612	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	711	IPR006091;IPR046373;IPR036250;IPR009075;IPR013786;IPR037069;IPR009100;IPR052161;	PF00441;PF02770;PF02771;		DOMAIN 6..102; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 212..328; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"; DOMAIN 370..458; /note="Acyl-CoA dehydrogenase/oxidase N-terminal"; /evidence="ECO:0000259|Pfam:PF02771"; DOMAIN 462..555; /note="Acyl-CoA oxidase/dehydrogenase middle"; /evidence="ECO:0000259|Pfam:PF02770"; DOMAIN 568..707; /note="Acyl-CoA dehydrogenase/oxidase C-terminal"; /evidence="ECO:0000259|Pfam:PF00441"	
A5U8P9	unreviewed	HTH-type transcriptional repressor KstR	MRA_3613	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	199	IPR009057;IPR050109;IPR001647;IPR041642;	PF17925;PF00440;		DOMAIN 15..75; /note="HTH tetR-type"; /evidence="ECO:0000259|PROSITE:PS50977"	
A5U8Q0	unreviewed	LacI family transcriptional regulator	MRA_3614	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	359	IPR000843;IPR046335;IPR010982;IPR028082;	PF13377;		DOMAIN 9..64; /note="HTH lacI-type"; /evidence="ECO:0000259|PROSITE:PS50932"	
A5U8Q1	unreviewed	Conserved lipoprotein LppH	lppH MRA_3615	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	237	IPR026954;IPR038232;	PF14032;		DOMAIN 44..233; /note="PknH-like extracellular"; /evidence="ECO:0000259|Pfam:PF14032"	
A5U8Q2	unreviewed	MBL fold metallo-hydrolase	MRA_3616	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	288	IPR036866;IPR050114;				
A5U8Q3	unreviewed	Arsenical pump integral membrane protein ArsB2	arsB2 MRA_3617	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	413	IPR000802;IPR004680;	PF03600;		DOMAIN 24..344; /note="Citrate transporter-like"; /evidence="ECO:0000259|Pfam:PF03600"	
A5U8Q8	unreviewed	RNA polymerase-binding transcription factor CarD	MRA_3622	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	162	IPR003711;IPR036101;IPR042215;IPR052531;IPR048792;	PF21095;PF02559;		DOMAIN 2..112; /note="CarD-like/TRCF RNAP-interacting"; /evidence="ECO:0000259|SMART:SM01058"	
A5U8Q9	unreviewed	Lipoprotein LpqE	lpqE MRA_3623	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	182					
A5U8R2	unreviewed	Uncharacterized protein	MRA_3626	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	264					REGION 48..112; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 235..264; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
