gene_id,locus_tag,gene_name,cds_length,wt_logprob,mut_logprob,delta_ll
Rv3271c,Rv3271c,NA,666,-0.58203125,-0.59375,-0.01171875
Rv3272,Rv3272,NA,1182,-0.59375,-0.6015625,-0.0078125
Rv3273,Rv3273,NA,2292,-0.5703125,-0.5703125,0
Rv3274c,Rv3274c,fadE25,1167,-0.63671875,-0.67578125,-0.0390625
Rv3275c,Rv3275c,purE,522,-0.60546875,-0.62109375,-0.015625
Rv3276c,Rv3276c,purK,1287,-0.5625,-0.58984375,-0.02734375
Rv3277,Rv3277,NA,816,-0.5546875,-0.59375,-0.0390625
Rv3278c,Rv3278c,NA,516,-0.54296875,-0.5703125,-0.02734375
Rv3279c,Rv3279c,birA,798,-0.5234375,-0.54296875,-0.01953125
Rv3280,Rv3280,accD5,1644,-0.515625,-0.58203125,-0.06640625
Rv3281,Rv3281,accE5,531,-0.5078125,-0.53125,-0.0234375
Rv3282,Rv3282,NA,666,-0.50390625,-0.52734375,-0.0234375
Rv3283,Rv3283,sseA,891,-0.54296875,-0.59375,-0.05078125
Rv3284,Rv3284,NA,429,-0.54296875,-0.5703125,-0.02734375
Rv3285,Rv3285,accA3,1800,-0.5546875,-0.61328125,-0.05859375
Rv3286c,Rv3286c,sigF,783,-0.578125,-0.60546875,-0.02734375
Rv3287c,Rv3287c,rsbW,435,-0.5546875,-0.578125,-0.0234375
Rv3288c,Rv3288c,usfY,411,-0.56640625,-0.5703125,-0.00390625
Rv3289c,Rv3289c,NA,375,-0.5546875,-0.5625,-0.0078125
Rv3290c,Rv3290c,lat,1347,-0.58203125,-0.61328125,-0.03125
Rv3291c,Rv3291c,lrpA,450,-0.640625,-0.6640625,-0.0234375
Rv3292,Rv3292,NA,1245,-0.6640625,-0.67578125,-0.01171875
Rv3293,Rv3293,pcd,1482,-0.62890625,-0.65234375,-0.0234375
Rv3294c,Rv3294c,NA,807,-0.55078125,-0.54296875,0.0078125
Rv3295,Rv3295,NA,663,-0.5859375,-0.60546875,-0.01953125
Rv3296,Rv3296,lhr,4539,-0.58203125,-0.62890625,-0.046875
Rv3297,Rv3297,nei,765,-0.578125,-0.6015625,-0.0234375
Rv3298c,Rv3298c,lpqC,912,-0.55078125,-0.56640625,-0.015625
Rv3299c,Rv3299c,atsB,2910,-0.5546875,-0.59765625,-0.04296875
Rv3300c,Rv3300c,NA,915,-0.56640625,-0.58203125,-0.015625
Rv3301c,Rv3301c,phoY1,663,-0.56640625,-0.578125,-0.01171875
Rv3302c,Rv3302c,glpD2,1755,-0.53125,-0.59375,-0.0625
Rv3303c,Rv3303c,lpdA,1479,-0.546875,-0.58984375,-0.04296875
Rv3304,Rv3304,NA,477,-0.53125,-0.56640625,-0.03515625
Rv3305c,Rv3305c,amiA1,1167,-0.50390625,-0.5625,-0.05859375
Rv3306c,Rv3306c,amiB1,1182,-0.51953125,-0.5625,-0.04296875
Rv3307,Rv3307,deoD,804,-0.5546875,-0.58203125,-0.02734375
Rv3308,Rv3308,pmmB,1602,-0.62109375,-0.63671875,-0.015625
Rv3309c,Rv3309c,upp,621,-0.6484375,-0.66796875,-0.01953125
Rv3310,Rv3310,sapM,897,-0.67578125,-0.6796875,-0.00390625
Rv3311,Rv3311,NA,1260,-0.65625,-0.6640625,-0.0078125
Rv3312c,Rv3312c,NA,924,-0.65234375,-0.640625,0.01171875
Rv3312b,Rv3312b,NA,168,-0.6484375,-0.6484375,0
Rv3312A,Rv3312A,NA,309,-0.6328125,-0.62890625,0.00390625
Rv3313c,Rv3313c,add,1095,-0.58203125,-0.625,-0.04296875
Rv3314c,Rv3314c,deoA,1281,-0.53125,-0.57421875,-0.04296875
Rv3315c,Rv3315c,cdd,399,-0.56640625,-0.58984375,-0.0234375
Rv3316,Rv3316,sdhC,336,-0.5859375,-0.6171875,-0.03125
Rv3317,Rv3317,sdhD,432,-0.59375,-0.62109375,-0.02734375
Rv3318,Rv3318,sdhA,1770,-0.6015625,-0.66796875,-0.06640625
Rv3319,Rv3319,sdhB,789,-0.609375,-0.65625,-0.046875
Rv3320c,Rv3320c,vapC44,426,-0.5859375,-0.59765625,-0.01171875
Rv3321c,Rv3321c,vapB44,240,-0.58203125,-0.59765625,-0.015625
Rv3322c,Rv3322c,NA,612,-0.58984375,-0.58203125,0.0078125
Rv3323c,Rv3323c,moaX,663,-0.58203125,-0.58203125,0
Rv3324c,Rv3324c,moaC3,531,-0.59765625,-0.6015625,-0.00390625
Rv3327,Rv3327,NA,1710,-0.67578125,-0.6796875,-0.00390625
Rv3328c,Rv3328c,sigJ,936,-0.6015625,-0.625,-0.0234375
Rv3329,Rv3329,NA,1314,-0.59375,-0.625,-0.03125
Rv3330,Rv3330,dacB1,1215,-0.69140625,-0.69921875,-0.0078125
Rv3331,Rv3331,sugI,1506,-0.73046875,-0.70703125,0.0234375
Rv3332,Rv3332,nagA,1149,-0.734375,-0.71484375,0.01953125
Rv3333c,Rv3333c,NA,843,-0.7109375,-0.66796875,0.04296875
Rv3334,Rv3334,NA,438,-0.73046875,-0.7265625,0.00390625
Rv3335c,Rv3335c,NA,867,-0.67578125,-0.68359375,-0.0078125
Rv3336c,Rv3336c,trpS,1008,-0.66015625,-0.6953125,-0.03515625
Rv3339c,Rv3339c,icd1,1227,-0.5859375,-0.62890625,-0.04296875
Rv3340,Rv3340,metC,1347,-0.6015625,-0.6484375,-0.046875
Rv3341,Rv3341,metA,1137,-0.59765625,-0.6328125,-0.03515625
Rv3342,Rv3342,NA,729,-0.62109375,-0.64453125,-0.0234375
Rv3343c,Rv3343c,PPE54,7569,-0.68359375,-0.5390625,0.14453125
Rv3344c,Rv3344c,PE_PGRS49,1014,-0.828125,-0.7578125,0.0703125
Rv3345c,Rv3345c,PE_PGRS50,4614,-0.81640625,-0.640625,0.17578125
Rv3346c,Rv3346c,NA,255,-0.82421875,-0.8046875,0.01953125
Rv3347c,Rv3347c,PPE55,9471,-0.80859375,-0.61328125,0.1953125
Rv3348,Rv3348,NA,489,-0.9140625,-0.87890625,0.03515625
Rv3349c,Rv3349c,NA,942,-0.85546875,-0.8203125,0.03515625
Rv3350c,Rv3350c,PPE56,11148,-0.78125,-0.58203125,0.19921875
Rv3351c,Rv3351c,NA,792,-0.77734375,-0.74609375,0.03125
Rv3352c,Rv3352c,NA,369,-0.73828125,-0.76953125,-0.03125
Rv3353c,Rv3353c,NA,258,-0.765625,-0.765625,0
Rv3354,Rv3354,NA,387,-0.76953125,-0.76953125,0
Rv3355c,Rv3355c,NA,291,-0.734375,-0.7421875,-0.0078125
Rv3356c,Rv3356c,folD,843,-0.7109375,-0.734375,-0.0234375
Rv3357,Rv3357,relJ,273,-0.72265625,-0.7421875,-0.01953125
Rv3358,Rv3358,relK,255,-0.7265625,-0.73828125,-0.01171875
Rv3359,Rv3359,NA,1188,-0.703125,-0.72265625,-0.01953125
Rv3360,Rv3360,NA,366,-0.6640625,-0.66015625,0.00390625
Rv3361c,Rv3361c,NA,549,-0.6640625,-0.67578125,-0.01171875
Rv3362c,Rv3362c,NA,579,-0.62890625,-0.65234375,-0.0234375
Rv3363c,Rv3363c,NA,366,-0.66015625,-0.671875,-0.01171875
Rv3364c,Rv3364c,NA,390,-0.6796875,-0.69921875,-0.01953125
Rv3365c,Rv3365c,NA,2628,-0.6796875,-0.66796875,0.01171875
Rv3366,Rv3366,spoU,462,-0.6796875,-0.6953125,-0.015625
Rv3367,Rv3367,PE_PGRS51,1764,-0.6171875,-0.5703125,0.046875
Rv3368c,Rv3368c,NA,642,-0.59765625,-0.625,-0.02734375
Rv3369,Rv3369,NA,432,-0.65234375,-0.6640625,-0.01171875
Rv3370c,Rv3370c,dnaE2,3237,-0.6953125,-0.734375,-0.0390625
Rv3371,Rv3371,NA,1338,-0.7265625,-0.67578125,0.05078125
Rv3372,Rv3372,otsB2,1173,-0.80859375,-0.7734375,0.03515625
Rv3373,Rv3373,echA18,639,-0.94140625,-0.91015625,0.03125
Rv3375,Rv3375,amiD,1425,-1.015625,-0.9375,0.078125
Rv3376,Rv3376,NA,651,-1,-0.953125,0.046875
Rv3377c,Rv3377c,NA,1503,-0.91796875,-0.8203125,0.09765625
Rv3378c,Rv3378c,NA,888,-0.91796875,-0.84375,0.07421875
Rv3379c,Rv3379c,dxs2,1608,-0.94921875,-0.87109375,0.078125
Rv3382c,Rv3382c,NA,987,-0.8515625,-0.82421875,0.02734375
Rv3383c,Rv3383c,idsB,1050,-0.77734375,-0.7421875,0.03515625
Rv3384c,Rv3384c,vapC46,390,-0.75,-0.75,0
Rv3385c,Rv3385c,vapB46,306,-0.76953125,-0.765625,0.00390625
Rv3386,Rv3386,NA,702,-0.765625,-0.7734375,-0.0078125
Rv3387,Rv3387,NA,675,-0.765625,-0.765625,0
Rv3388,Rv3388,PE_PGRS52,2193,-0.70703125,-0.6328125,0.07421875
Rv3389c,Rv3389c,htdY,870,-0.58984375,-0.62109375,-0.03125
Rv3390,Rv3390,lpqD,708,-0.609375,-0.6171875,-0.0078125
Rv3391,Rv3391,acrA1,1950,-0.58984375,-0.625,-0.03515625
Rv3392c,Rv3392c,cmaA1,861,-0.6171875,-0.6484375,-0.03125
Rv3393,Rv3393,iunH,924,-0.62109375,-0.6328125,-0.01171875
Rv3394c,Rv3394c,NA,1581,-0.609375,-0.640625,-0.03125
Rv3395c,Rv3395c,NA,612,-0.63671875,-0.6484375,-0.01171875
Rv3395A,Rv3395A,NA,624,-0.703125,-0.66796875,0.03515625
Rv3396c,Rv3396c,guaA,1575,-0.703125,-0.734375,-0.03125
Rv3397c,Rv3397c,phyA,906,-0.72265625,-0.69921875,0.0234375
Rv3398c,Rv3398c,idsA1,1077,-0.66015625,-0.6484375,0.01171875
Rv3399,Rv3399,NA,1044,-0.6640625,-0.65625,0.0078125
Rv3400,Rv3400,NA,786,-0.70703125,-0.71875,-0.01171875
Rv3401,Rv3401,NA,2358,-0.82421875,-0.828125,-0.00390625
Rv3402c,Rv3402c,NA,1236,-0.79296875,-0.73828125,0.0546875
Rv3403c,Rv3403c,NA,1599,-0.78125,-0.6953125,0.0859375
Rv3404c,Rv3404c,NA,702,-0.8203125,-0.7890625,0.03125
Rv3405c,Rv3405c,NA,564,-0.80859375,-0.8046875,0.00390625
Rv3406,Rv3406,NA,885,-0.7734375,-0.78125,-0.0078125
Rv3407,Rv3407,vapB47,297,-0.7109375,-0.71484375,-0.00390625
Rv3408,Rv3408,vapC47,408,-0.6796875,-0.67578125,0.00390625
Rv3409c,Rv3409c,choD,1734,-0.64453125,-0.6875,-0.04296875
Rv3410c,Rv3410c,guaB3,1125,-0.5546875,-0.6015625,-0.046875
Rv3411c,Rv3411c,guaB2,1587,-0.5703125,-0.6328125,-0.0625
Rv3412,Rv3412,NA,408,-0.5546875,-0.58984375,-0.03515625
Rv3413c,Rv3413c,NA,897,-0.5390625,-0.546875,-0.0078125
Rv3414c,Rv3414c,sigD,636,-0.5625,-0.609375,-0.046875
Rv3415c,Rv3415c,NA,825,-0.5546875,-0.5625,-0.0078125
Rv3416,Rv3416,whiB3,306,-0.59375,-0.6171875,-0.0234375
Rv3417c,Rv3417c,groEL1,1617,-0.59375,-0.63671875,-0.04296875
Rv3418c,Rv3418c,groES,300,-0.5703125,-0.61328125,-0.04296875
Rv3419c,Rv3419c,gcp,1032,-0.67578125,-0.7109375,-0.03515625
Rv3420c,Rv3420c,rimI,474,-0.6875,-0.69921875,-0.01171875
Rv3421c,Rv3421c,NA,633,-0.6640625,-0.67578125,-0.01171875
Rv3422c,Rv3422c,NA,504,-0.6796875,-0.6953125,-0.015625
Rv3423c,Rv3423c,alr,1224,-0.6875,-0.703125,-0.015625
Rv3424c,Rv3424c,NA,360,-0.73046875,-0.7109375,0.01953125
Rv3425,Rv3425,PPE57,528,-0.734375,-0.74609375,-0.01171875
Rv3426,Rv3426,PPE58,696,-0.73046875,-0.75390625,-0.0234375
Rv3427c,Rv3427c,NA,753,-0.71875,-0.7265625,-0.0078125
Rv3428c,Rv3428c,NA,1230,-0.71875,-0.71875,0
Rv3429,Rv3429,PPE59,534,-0.7421875,-0.74609375,-0.00390625
Rv3430c,Rv3430c,NA,1161,-0.6953125,-0.69140625,0.00390625
Rv3430a,Rv3430a,NA,153,-0.67578125,-0.68359375,-0.0078125
Rv3432c,Rv3432c,gadB,1380,-0.67578125,-0.7109375,-0.03515625
Rv3433c,Rv3433c,NA,1419,-0.5703125,-0.61328125,-0.04296875
Rv3434c,Rv3434c,NA,711,-0.5703125,-0.59375,-0.0234375
Rv3435c,Rv3435c,NA,852,-0.58984375,-0.5859375,0.00390625
Rv3436c,Rv3436c,glmS,1872,-0.62890625,-0.66796875,-0.0390625
Rv3437,Rv3437,NA,474,-0.69140625,-0.6796875,0.01171875
Rv3438,Rv3438,NA,840,-0.671875,-0.6796875,-0.0078125
Rv3439c,Rv3439c,NA,1401,-0.6953125,-0.65234375,0.04296875
Rv3440c,Rv3440c,NA,309,-0.67578125,-0.6953125,-0.01953125
Rv3441c,Rv3441c,mrsA,1344,-0.703125,-0.73828125,-0.03515625
Rv3442c,Rv3442c,rpsI,453,-0.69921875,-0.7265625,-0.02734375
Rv3443c,Rv3443c,rplM,441,-0.73046875,-0.76171875,-0.03125
Rv3444c,Rv3444c,esxT,300,-0.6953125,-0.70703125,-0.01171875
Rv3445c,Rv3445c,esxU,315,-0.69921875,-0.71875,-0.01953125
Rv3446c,Rv3446c,NA,1212,-0.71875,-0.703125,0.015625
Rv3447c,Rv3447c,eccC4,3708,-0.7578125,-0.70703125,0.05078125
Rv3448,Rv3448,eccD4,1401,-0.8359375,-0.765625,0.0703125
Rv3449,Rv3449,mycP4,1365,-0.84375,-0.80859375,0.03515625
Rv3450c,Rv3450c,eccB4,1410,-0.80078125,-0.76953125,0.03125
Rv3451,Rv3451,cut3,786,-0.78515625,-0.765625,0.01953125
Rv3452,Rv3452,cut4,678,-0.7109375,-0.7109375,0
Rv3455c,Rv3455c,truA,768,-0.59375,-0.6328125,-0.0390625
Rv3456c,Rv3456c,rplQ,540,-0.55859375,-0.58203125,-0.0234375
Rv3457c,Rv3457c,rpoA,1041,-0.53515625,-0.6015625,-0.06640625
Rv3458c,Rv3458c,rpsD,603,-0.482421875,-0.53515625,-0.052734375
Rv3459c,Rv3459c,rpsK,417,-0.5,-0.5390625,-0.0390625
Rv3460c,Rv3460c,rpsM,372,-0.50390625,-0.54296875,-0.0390625
Rv3461c,Rv3461c,rpmJ,111,-0.5,-0.53125,-0.03125
Rv3462c,Rv3462c,infA,219,-0.486328125,-0.5234375,-0.037109375
Rv3463,Rv3463,NA,855,-0.5546875,-0.57421875,-0.01953125
Rv3464,Rv3464,rmlB,993,-0.625,-0.66015625,-0.03515625
Rv3465,Rv3465,rmlC,606,-0.6875,-0.69921875,-0.01171875
Rv3466,Rv3466,NA,666,-0.734375,-0.74609375,-0.01171875
Rv3467,Rv3467,NA,951,-0.79296875,-0.78515625,0.0078125
Rv3468c,Rv3468c,NA,1092,-0.8046875,-0.765625,0.0390625
Rv3469c,Rv3469c,mhpE,1008,-0.80078125,-0.75390625,0.046875
Rv3470c,Rv3470c,ilvB2,1656,-0.8125,-0.734375,0.078125
Rv3471c,Rv3471c,NA,531,-0.83984375,-0.8125,0.02734375
Rv3472,Rv3472,NA,504,-0.84765625,-0.8203125,0.02734375
Rv3473c,Rv3473c,bpoA,783,-0.85546875,-0.84375,0.01171875
Rv3477,Rv3477,PE31,294,-0.87890625,-0.875,0.00390625
Rv3478,Rv3478,PPE60,1179,-0.90234375,-0.83984375,0.0625
Rv3479,Rv3479,NA,3063,-0.984375,-0.79296875,0.19140625
Rv3480c,Rv3480c,NA,1491,-1,-0.9296875,0.0703125
Rv3481c,Rv3481c,NA,687,-0.94140625,-0.921875,0.01953125
Rv3482c,Rv3482c,NA,780,-0.9140625,-0.85546875,0.05859375
Rv3483c,Rv3483c,NA,660,-0.87890625,-0.8359375,0.04296875
Rv3484,Rv3484,NA,1536,-0.859375,-0.8515625,0.0078125
Rv3485c,Rv3485c,NA,942,-0.796875,-0.796875,0
Rv3486,Rv3486,NA,447,-0.7890625,-0.78515625,0.00390625
Rv3487c,Rv3487c,lipF,831,-0.76953125,-0.765625,0.00390625
Rv3488,Rv3488,NA,321,-0.7421875,-0.74609375,-0.00390625
Rv3489,Rv3489,NA,162,-0.75,-0.76171875,-0.01171875
Rv3490,Rv3490,otsA,1500,-0.69921875,-0.71875,-0.01953125
Rv3491,Rv3491,NA,576,-0.671875,-0.6796875,-0.0078125
Rv3492c,Rv3492c,NA,480,-0.67578125,-0.69921875,-0.0234375
Rv3493c,Rv3493c,NA,726,-0.63671875,-0.66015625,-0.0234375
Rv3494c,Rv3494c,mce4F,1692,-0.56640625,-0.60546875,-0.0390625
Rv3495c,Rv3495c,lprN,1152,-0.5546875,-0.59375,-0.0390625
Rv3496c,Rv3496c,mce4D,1353,-0.515625,-0.5625,-0.046875
Rv3497c,Rv3497c,mce4C,1071,-0.490234375,-0.53515625,-0.044921875
Rv3498c,Rv3498c,mce4B,1050,-0.5,-0.55859375,-0.05859375
Rv3499c,Rv3499c,mce4A,1200,-0.50390625,-0.5546875,-0.05078125
Rv3500c,Rv3500c,yrbE4B,840,-0.5078125,-0.5625,-0.0546875
Rv3501c,Rv3501c,yrbE4A,762,-0.498046875,-0.55859375,-0.060546875
Rv3502c,Rv3502c,NA,951,-0.494140625,-0.52734375,-0.033203125
Rv3503c,Rv3503c,fdxD,189,-0.49609375,-0.51953125,-0.0234375
Rv3504,Rv3504,fadE26,1200,-0.578125,-0.63671875,-0.05859375
Rv3505,Rv3505,fadE27,1119,-0.59375,-0.62109375,-0.02734375
Rv3506,Rv3506,fadD17,1506,-0.6484375,-0.66796875,-0.01953125
Rv3507,Rv3507,PE_PGRS53,4143,-0.625,-0.50390625,0.12109375
Rv3508,Rv3508,PE_PGRS54,5703,-0.62890625,-0.53515625,0.09375
Rv3509c,Rv3509c,ilvX,1545,-0.55078125,-0.5859375,-0.03515625
Rv3510c,Rv3510c,NA,834,-0.59375,-0.62890625,-0.03515625
Rv3511,Rv3511,PE_PGRS55,2142,-0.671875,-0.609375,0.0625
Rv3512,Rv3512,PE_PGRS56,1149,-0.6171875,-0.56640625,0.05078125
Rv3513c,Rv3513c,fadD18,654,-0.56640625,-0.57421875,-0.0078125
Rv3514,Rv3514,PE_PGRS57,4467,-0.5625,-0.47265625,0.08984375
Rv3515c,Rv3515c,fadD19,1644,-0.50390625,-0.5703125,-0.06640625
Rv3516,Rv3516,echA19,789,-0.53515625,-0.578125,-0.04296875
Rv3517,Rv3517,NA,837,-0.5703125,-0.58203125,-0.01171875
Rv3518c,Rv3518c,cyp142,1194,-0.52734375,-0.58203125,-0.0546875
Rv3519,Rv3519,NA,708,-0.49609375,-0.51953125,-0.0234375
Rv3520c,Rv3520c,NA,1041,-0.52734375,-0.578125,-0.05078125
Rv3521,Rv3521,NA,909,-0.58203125,-0.62109375,-0.0390625
Rv3522,Rv3522,ltp4,1062,-0.546875,-0.5859375,-0.0390625
Rv3523,Rv3523,ltp3,1182,-0.625,-0.6640625,-0.0390625
Rv3524,Rv3524,NA,1029,-0.6875,-0.65234375,0.03515625
Rv3525c,Rv3525c,NA,522,-0.69140625,-0.70703125,-0.015625
Rv3526,Rv3526,kshA,1158,-0.6875,-0.734375,-0.046875
Rv3527,Rv3527,NA,447,-0.69921875,-0.70703125,-0.0078125
Rv3528c,Rv3528c,NA,711,-0.703125,-0.66796875,0.03515625
Rv3529c,Rv3529c,NA,1152,-0.734375,-0.75390625,-0.01953125
Rv3530c,Rv3530c,NA,780,-0.75390625,-0.78125,-0.02734375
Rv3531c,Rv3531c,NA,1125,-0.7578125,-0.77734375,-0.01953125
Rv3532,Rv3532,PPE61,1218,-0.6328125,-0.60546875,0.02734375
Rv3533c,Rv3533c,PPE62,1746,-0.56640625,-0.546875,0.01953125
Rv3534c,Rv3534c,hsaF,1038,-0.57421875,-0.625,-0.05078125
Rv3535c,Rv3535c,hsaG,909,-0.5703125,-0.6171875,-0.046875
Rv3536c,Rv3536c,hsaE,783,-0.58203125,-0.61328125,-0.03125
Rv3537,Rv3537,kstD,1689,-0.5390625,-0.59765625,-0.05859375
Rv3538,Rv3538,NA,858,-0.546875,-0.578125,-0.03125
Rv3539,Rv3539,PPE63,1437,-0.54296875,-0.5234375,0.01953125
Rv3540c,Rv3540c,ltp2,1158,-0.51953125,-0.58203125,-0.0625
Rv3541c,Rv3541c,NA,387,-0.5390625,-0.5703125,-0.03125
Rv3542c,Rv3542c,NA,933,-0.53515625,-0.58203125,-0.046875
Rv3543c,Rv3543c,fadE29,1161,-0.53515625,-0.59765625,-0.0625
Rv3544c,Rv3544c,fadE28,1017,-0.4609375,-0.51171875,-0.05078125
Rv3545c,Rv3545c,cyp125,1299,-0.423828125,-0.49609375,-0.072265625
Rv3546,Rv3546,fadA5,1173,-0.462890625,-0.5234375,-0.060546875
Rv3547,Rv3547,ddn,453,-0.4609375,-0.490234375,-0.029296875
Rv3548c,Rv3548c,NA,912,-0.427734375,-0.4765625,-0.048828125
Rv3549c,Rv3549c,NA,777,-0.443359375,-0.48828125,-0.044921875
Rv3550,Rv3550,echA20,741,-0.494140625,-0.5390625,-0.044921875
Rv3551,Rv3551,NA,876,-0.5078125,-0.55859375,-0.05078125
Rv3552,Rv3552,NA,750,-0.5390625,-0.578125,-0.0390625
Rv3553,Rv3553,NA,1065,-0.51171875,-0.55859375,-0.046875
Rv3554,Rv3554,fdxB,2055,-0.546875,-0.55859375,-0.01171875
Rv3555c,Rv3555c,NA,867,-0.5859375,-0.58984375,-0.00390625
Rv3556c,Rv3556c,fadA6,1158,-0.5625,-0.6171875,-0.0546875
Rv3557c,Rv3557c,NA,600,-0.5625,-0.59375,-0.03125
Rv3558,Rv3558,PPE64,1656,-0.5390625,-0.52734375,0.01171875
Rv3559c,Rv3559c,NA,786,-0.484375,-0.53515625,-0.05078125
Rv3560c,Rv3560c,fadE30,1155,-0.490234375,-0.5546875,-0.064453125
Rv3561,Rv3561,fadD3,1521,-0.50390625,-0.5546875,-0.05078125
Rv3562,Rv3562,fadE31,1131,-0.494140625,-0.55859375,-0.064453125
Rv3563,Rv3563,fadE32,957,-0.51171875,-0.5390625,-0.02734375
Rv3564,Rv3564,fadE33,954,-0.5078125,-0.546875,-0.0390625
Rv3565,Rv3565,aspB,1164,-0.5,-0.5546875,-0.0546875
Rv3566c,Rv3566c,nat,849,-0.4765625,-0.5078125,-0.03125
Rv3566A,Rv3566A,NA,264,-0.5,-0.5,0
Rv3567c,Rv3567c,hsaB,561,-0.486328125,-0.5234375,-0.037109375
Rv3568c,Rv3568c,hsaC,900,-0.50390625,-0.5625,-0.05859375
Rv3569c,Rv3569c,hsaD,873,-0.49609375,-0.55078125,-0.0546875
Rv3570c,Rv3570c,hsaA,1182,-0.5234375,-0.58984375,-0.06640625
Rv3571,Rv3571,kshB,1074,-0.5234375,-0.5703125,-0.046875
Rv3572,Rv3572,NA,528,-0.50390625,-0.51953125,-0.015625
Rv3573c,Rv3573c,fadE34,2133,-0.53515625,-0.59375,-0.05859375
Rv3574,Rv3574,kstR,597,-0.6328125,-0.6640625,-0.03125
Rv3575c,Rv3575c,NA,1077,-0.578125,-0.62109375,-0.04296875
Rv3576,Rv3576,lppH,711,-0.625,-0.6171875,0.0078125
Rv3577,Rv3577,NA,864,-0.625,-0.63671875,-0.01171875
Rv3578,Rv3578,arsB2,1239,-0.62109375,-0.62890625,-0.0078125
Rv3579c,Rv3579c,NA,966,-0.59375,-0.625,-0.03125
Rv3580c,Rv3580c,cysS1,1407,-0.578125,-0.63671875,-0.05859375
Rv3581c,Rv3581c,ispF,477,-0.53125,-0.5625,-0.03125
Rv3582c,Rv3582c,ispD,693,-0.53125,-0.55859375,-0.02734375
Rv3583c,Rv3583c,NA,486,-0.51953125,-0.56640625,-0.046875
Rv3584,Rv3584,lpqE,546,-0.55078125,-0.56640625,-0.015625
Rv3585,Rv3585,radA,1440,-0.56640625,-0.59765625,-0.03125
Rv3586,Rv3586,NA,1074,-0.60546875,-0.64453125,-0.0390625
Rv3587c,Rv3587c,NA,792,-0.5859375,-0.61328125,-0.02734375
Rv3588c,Rv3588c,canB,621,-0.58984375,-0.6171875,-0.02734375
Rv3589,Rv3589,mutY,912,-0.59765625,-0.62109375,-0.0234375
Rv3590c,Rv3590c,PE_PGRS58,1752,-0.62890625,-0.5859375,0.04296875
Rv3591c,Rv3591c,NA,771,-0.66015625,-0.6796875,-0.01953125
Rv3592,Rv3592,NA,315,-0.703125,-0.72265625,-0.01953125
Rv3593,Rv3593,lpqF,1356,-0.63671875,-0.6484375,-0.01171875
Rv3594,Rv3594,NA,825,-0.58984375,-0.57421875,0.015625
Rv3595c,Rv3595c,PE_PGRS59,1317,-0.57421875,-0.55859375,0.015625
Rv3596c,Rv3596c,clpC1,2544,-0.5546875,-0.64453125,-0.08984375
Rv3597c,Rv3597c,lsr2,336,-0.49609375,-0.53125,-0.03515625
Rv3598c,Rv3598c,lysS,1515,-0.52734375,-0.5859375,-0.05859375
Rv3600c,Rv3600c,NA,816,-0.5625,-0.59765625,-0.03515625
Rv3601c,Rv3601c,panD,417,-0.59375,-0.62109375,-0.02734375
Rv3602c,Rv3602c,panC,927,-0.6015625,-0.6328125,-0.03125
Rv3603c,Rv3603c,NA,909,-0.59375,-0.6328125,-0.0390625
Rv3604c,Rv3604c,NA,1191,-0.59375,-0.59375,0
Rv3605c,Rv3605c,NA,474,-0.56640625,-0.59765625,-0.03125
Rv3606c,Rv3606c,folK,564,-0.55859375,-0.5859375,-0.02734375
Rv3607c,Rv3607c,folB,399,-0.57421875,-0.59765625,-0.0234375
Rv3608c,Rv3608c,folP1,840,-0.59765625,-0.625,-0.02734375
Rv3609c,Rv3609c,folE,606,-0.65625,-0.68359375,-0.02734375
Rv3610c,Rv3610c,ftsH,2280,-0.78125,-0.7890625,-0.0078125
Rv3612c,Rv3612c,NA,327,-0.859375,-0.83984375,0.01953125
Rv3613c,Rv3613c,NA,159,-0.87109375,-0.859375,0.01171875
Rv3614c,Rv3614c,espD,552,-0.85546875,-0.8125,0.04296875
Rv3615c,Rv3615c,espC,309,-0.8515625,-0.83203125,0.01953125
Rv3616c,Rv3616c,espA,1176,-0.8203125,-0.74609375,0.07421875
Rv3617,Rv3617,ephA,966,-0.9609375,-0.95703125,0.00390625
Rv3618,Rv3618,NA,1185,-0.87109375,-0.875,-0.00390625
Rv3619c,Rv3619c,esxV,282,-0.80078125,-0.8125,-0.01171875
Rv3620c,Rv3620c,esxW,294,-0.7734375,-0.79296875,-0.01953125
Rv3621c,Rv3621c,PPE65,1239,-0.72265625,-0.69921875,0.0234375
Rv3622c,Rv3622c,PE32,297,-0.63671875,-0.64453125,-0.0078125
Rv3623,Rv3623,lpqG,720,-0.640625,-0.6484375,-0.0078125
Rv3624c,Rv3624c,hpt,648,-0.62890625,-0.65625,-0.02734375
Rv3625c,Rv3625c,mesJ,969,-0.65625,-0.6796875,-0.0234375
Rv3626c,Rv3626c,NA,1050,-0.671875,-0.6953125,-0.0234375
Rv3627c,Rv3627c,NA,1383,-0.6171875,-0.6484375,-0.03125
Rv3628,Rv3628,ppa,486,-0.625,-0.65234375,-0.02734375
Rv3629c,Rv3629c,NA,1095,-0.625,-0.63671875,-0.01171875
Rv3630,Rv3630,NA,1293,-0.64453125,-0.65234375,-0.0078125
Rv3631,Rv3631,NA,723,-0.67578125,-0.703125,-0.02734375
Rv3632,Rv3632,NA,342,-0.68359375,-0.69921875,-0.015625
Rv3633,Rv3633,NA,873,-0.6796875,-0.65625,0.0234375
Rv3634c,Rv3634c,galE1,942,-0.6328125,-0.6640625,-0.03125
